group_id,x,y,w,h,FID_Soil25,soilgroup,fertility,texture_to,OBJECTID,Id,sugar,cassava,maize,rice,water_code,crop_type
2729,101.0245384482779,12.74888787205906,0.01,0.01,33.0,40,ต่ำ,ดินร่วนปนทราย,"10010.0,10010.0,9170.0,10010.0,10010.0,10010.0,10010.0,10010.0","18.0,18.0,17.0,18.0,18.0,18.0,18.0,18.0",0.0,8.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2730,101.0345384482779,12.74888787205906,0.01,0.01,"33.0,500.0","40,35B","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10010.0,10010.0,10010.0,10010.0,10010.0,10010.0,10010.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,7.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2732,101.05453844827791,12.74888787205906,0.01,0.01,"500.0,706.0,793.0","35B,56C,SC","ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย","10010.0,10008.0,10008.0,10010.0,10008.0,10010.0,10010.0,10010.0,10008.0,10008.0,10008.0,10010.0,10008.0,10010.0,10008.0,10008.0,10008.0,10008.0,10008.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,19.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2733,101.06453844827791,12.74888787205906,0.01,0.01,"2.0,500.0,706.0,793.0","59,35B,56C,SC","ปานกลาง,ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10010.0,10008.0,10008.0,10010.0,10008.0,10010.0,10010.0,10010.0,10008.0,10008.0,10008.0,10010.0,10008.0,10010.0,10008.0,10008.0,10008.0,10008.0,10008.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,19.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2736,101.09453844827793,12.74888787205906,0.01,0.01,"510.0,706.0,793.0,510.0,706.0,793.0","41B,56C,SC,41B,56C,SC","ต่ำ,ต่ำ,-,ต่ำ,ต่ำ,-","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน,ดินร่วนปนทราย","10021.0,10008.0,10008.0,10008.0,10008.0,10008.0,10021.0,10008.0,10008.0,10008.0,10008.0,10008.0,10021.0,10008.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10008.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,24.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2737,101.10453844827794,12.74888787205906,0.01,0.01,"510.0,510.0,34.0,802.0","41B,41B,40B,43B","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2738,101.11453844827794,12.74888787205906,0.01,0.01,"510.0,34.0,500.0,802.0","41B,40B,35B,43B","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2742,101.15453844827796,12.74888787205906,0.01,0.01,"33.0,34.0","40,40B","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10019.0,10021.0,10021.0,10019.0,10021.0,10019.0,10021.0,10019.0,10021.0,10021.0,10019.0,10021.0,10021.0,10021.0,10021.0,10019.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,18.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2743,101.16453844827797,12.74888787205906,0.01,0.01,"33.0,34.0","40,40B","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10019.0,10021.0,10021.0,10019.0,9296.0,10021.0,10019.0,9296.0,9534.0,8561.0,10021.0,10019.0,9296.0,9534.0,9349.0,10021.0,9534.0,10021.0,10019.0,9296.0,10021.0,10021.0,10021.0,10021.0,10019.0,10021.0","18.0,18.0,18.0,18.0,18.0,7.0,18.0,18.0,7.0,12.0,9.0,18.0,18.0,7.0,12.0,10.0,18.0,12.0,18.0,18.0,7.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,27.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2745,101.18453844827798,12.74888787205906,0.01,0.01,"4.0,34.0","60,40B","ปานกลาง,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10019.0,10019.0,10019.0,10019.0,10019.0,10019.0","18.0,18.0,18.0,18.0,18.0,18.0",0.0,6.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204"
2752,101.25453844827801,12.74888787205906,0.01,0.01,"33.0,35.0","40,40C","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10006.0,10006.0,10006.0,10006.0,10006.0","18.0,18.0,18.0,18.0,18.0",0.0,5.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204"
2753,101.26453844827802,12.74888787205906,0.01,0.01,"41.0,33.0,35.0","18,40,40C","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","351154.0,351153.0","0.0,0.0",0.0,0.0,0.0,2.0,"2.0,3.0","A0102,A0102"
2754,101.27453844827802,12.74888787205906,0.01,0.01,41.0,18,ต่ำ,ดินร่วนปนทราย,"351154.0,351153.0","0.0,0.0",0.0,0.0,0.0,2.0,"2.0,3.0","A0102,A0102"
2755,101.28453844827803,12.74888787205906,0.01,0.01,41.0,18,ต่ำ,ดินร่วนปนทราย,351154.0,0.0,0.0,0.0,0.0,1.0,2.0,A0102
2756,101.29453844827803,12.74888787205906,0.01,0.01,41.0,18,ต่ำ,ดินร่วนปนทราย,"351154.0,351150.0,351150.0,351150.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"2.0,2.0,2.0,2.0","A0102,A0102,A0102,A0102"
2757,101.30453844827804,12.74888787205906,0.01,0.01,"41.0,33.0","18,40","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","351156.0,351150.0,351156.0,351150.0,351150.0,351156.0","0.0,0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,6.0,"2.0,2.0,2.0,2.0,2.0,2.0","A0102,A0102,A0102,A0102,A0102,A0102"
2798,101.71453844827825,12.74888787205906,0.01,0.01,"143.0,834.0,850.0,1012.0","18,16,12,W","ต่ำ,ต่ำ,สูง,-","ดินร่วนปนทราย,ดินร่วนปนทรายแป้ง,ดินเหนียว",351146.0,0.0,0.0,0.0,0.0,1.0,2.0,A0102
2799,101.72453844827825,12.74888787205906,0.01,0.01,"143.0,271.0,834.0,850.0,1012.0","18,45B,16,12,W","ต่ำ,ปานกลาง,ต่ำ,สูง,-","ดินร่วนปนทราย,ดินร่วนปนดินเหนียวปนกรวด,ดินร่วนปนทรายแป้ง,ดินเหนียว","351145.0,351145.0,351145.0,351145.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
2801,101.74453844827826,12.74888787205906,0.01,0.01,"313.0,864.0","6,34B","ต่ำ,ต่ำ","ดินร่วนเหนียวปนทรายแป้ง,ดินร่วนปนทราย","351145.0,351145.0,351145.0,351145.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
2886,100.90453844827783,12.75888787205906,0.01,0.01,"509.0,770.0,802.0","40C,RL,43B","ต่ำ,-,ต่ำ","ดินร่วนปนทราย,ดินทรายปนดินร่วน","9367.0,8795.0,9367.0,8795.0","14.0,11.0,14.0,11.0",0.0,4.0,0.0,0.0,"3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204"
2887,100.91453844827784,12.75888787205906,0.01,0.01,"507.0,509.0,802.0","40B,40C,43B","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินทรายปนดินร่วน","9856.0,9856.0,9856.0,9856.0,9856.0","18.0,18.0,18.0,18.0,18.0",0.0,5.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204"
2894,100.98453844827787,12.75888787205906,0.01,0.01,"507.0,793.0,507.0,793.0,977.0","40B,SC,40B,SC,48C","ต่ำ,-,ต่ำ,-,ปานกลาง","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนดินเหนียว","9453.0,9857.0,9857.0,9453.0,9453.0,9857.0,9857.0","12.0,18.0,18.0,12.0,12.0,18.0,18.0",0.0,7.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2895,100.99453844827788,12.75888787205906,0.01,0.01,"507.0,33.0,34.0,507.0,793.0","40B,40,40B,40B,SC","ต่ำ,ต่ำ,ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","9453.0,9857.0,9857.0,9453.0,9453.0,9857.0,9857.0","12.0,18.0,18.0,12.0,12.0,18.0,18.0",0.0,7.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2896,101.00453844827788,12.75888787205906,0.01,0.01,"33.0,34.0,507.0","40,40B,40B","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","9070.0,9239.0,9857.0,9070.0,9857.0,9070.0,9857.0,9857.0","17.0,7.0,18.0,17.0,18.0,17.0,18.0,18.0",0.0,8.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2897,101.01453844827789,12.75888787205906,0.01,0.01,"2.0,33.0,2.0,33.0","59,40,59,40","ปานกลาง,ต่ำ,ปานกลาง,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","9857.0,9857.0,9857.0,9857.0","18.0,18.0,18.0,18.0",0.0,4.0,0.0,0.0,"3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204"
2898,101.0245384482779,12.75888787205906,0.01,0.01,33.0,40,ต่ำ,ดินร่วนปนทราย,"10010.0,10010.0,10010.0,10010.0,10010.0,10010.0,10010.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,7.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2899,101.0345384482779,12.75888787205906,0.01,0.01,33.0,40,ต่ำ,ดินร่วนปนทราย,"9294.0,8560.0,8841.0","7.0,9.0,11.0",0.0,3.0,0.0,0.0,"3.0,3.0,3.0","A0204,A0204,A0204"
2900,101.0445384482779,12.75888787205906,0.01,0.01,"33.0,500.0,706.0","40,35B,56C","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","9719.0,9719.0,9719.0,9719.0,9719.0","16.0,16.0,16.0,16.0,16.0",0.0,5.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204"
2901,101.05453844827791,12.75888787205906,0.01,0.01,"500.0,706.0,793.0","35B,56C,SC","ต่ำ,ต่ำ,-","ดินร่วนปนทราย,ดินร่วนปนทราย","10010.0,10010.0,10010.0,9719.0,10010.0,10010.0,9719.0,9719.0,10010.0,9719.0,10010.0,9719.0","18.0,18.0,18.0,16.0,18.0,18.0,16.0,16.0,18.0,16.0,18.0,16.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2905,101.09453844827793,12.75888787205906,0.01,0.01,"793.0,510.0,447.0,706.0,793.0","SC,41B,40C,56C,SC","-,ต่ำ,ต่ำ,ต่ำ,-","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2906,101.10453844827794,12.75888787205906,0.01,0.01,"510.0,34.0,447.0,706.0,793.0","41B,40B,40C,56C,SC","ต่ำ,ต่ำ,ต่ำ,ต่ำ,-","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2907,101.11453844827794,12.75888787205906,0.01,0.01,"34.0,447.0","40B,40C","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2908,101.12453844827795,12.75888787205906,0.01,0.01,"33.0,34.0,500.0","40,40B,35B","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2909,101.13453844827795,12.75888787205906,0.01,0.01,33.0,40,ต่ำ,ดินร่วนปนทราย,"10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2911,101.15453844827796,12.75888787205906,0.01,0.01,"33.0,34.0","40,40B","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,12.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2912,101.16453844827797,12.75888787205906,0.01,0.01,"33.0,34.0,33.0,34.0","40,40B,40,40B","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10021.0,10019.0,10021.0,10021.0,10019.0,10021.0,10019.0,10021.0,10019.0,9349.0,10021.0,10021.0,10019.0,10021.0,10021.0,10021.0,10021.0,10019.0,10021.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,10.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,19.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2915,101.19453844827798,12.75888787205906,0.01,0.01,"33.0,34.0,339.0,34.0","40,40B,22,40B","ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10005.0,10005.0,10005.0,10005.0,10005.0,10005.0,10005.0,10005.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,8.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2916,101.20453844827799,12.75888787205906,0.01,0.01,"33.0,339.0,503.0","40,22,35C","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","8556.0,8556.0","9.0,9.0",0.0,2.0,0.0,0.0,"3.0,3.0","A0204,A0204"
2919,101.234538448278,12.75888787205906,0.01,0.01,"4.0,35.0,35.0","60,40C,40C","ปานกลาง,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","10006.0,10005.0,10005.0,10006.0,10005.0,10005.0,10005.0,10006.0,10005.0,10006.0,10006.0,10005.0,10005.0","18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0",0.0,13.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
2922,101.26453844827802,12.75888787205906,0.01,0.01,"41.0,33.0,35.0","18,40,40C","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย",351153.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
2923,101.27453844827802,12.75888787205906,0.01,0.01,"41.0,33.0,35.0","18,40,40C","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","351154.0,351153.0,351151.0,351152.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"2.0,3.0,3.0,2.0","A0102,A0102,A0102,A0102"
2924,101.28453844827803,12.75888787205906,0.01,0.01,41.0,18,ต่ำ,ดินร่วนปนทราย,"351154.0,351150.0,351152.0,351150.0,351150.0","0.0,0.0,0.0,0.0,0.0",0.0,0.0,0.0,5.0,"2.0,2.0,2.0,2.0,2.0","A0102,A0102,A0102,A0102,A0102"
2925,101.29453844827803,12.75888787205906,0.01,0.01,"41.0,33.0","18,40","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","351150.0,351150.0,351150.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"2.0,2.0,2.0","A0102,A0102,A0102"
2926,101.30453844827804,12.75888787205906,0.01,0.01,"41.0,33.0,337.0","18,40,17","ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนเหนียวปนทราย","351150.0,351150.0,351150.0","0.0,0.0,0.0",0.0,0.0,0.0,3.0,"2.0,2.0,2.0","A0102,A0102,A0102"
2927,101.31453844827804,12.75888787205906,0.01,0.01,"33.0,337.0","40,17","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนเหนียวปนทราย","351159.0,351159.0,351159.0,351159.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
2928,101.32453844827805,12.75888787205906,0.01,0.01,"33.0,337.0","40,17","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนเหนียวปนทราย","351159.0,351159.0,351159.0,351159.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
2929,101.33453844827805,12.75888787205906,0.01,0.01,"33.0,497.0","40,35","ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย","351159.0,351159.0,351159.0,351159.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
2964,101.68453844827823,12.75888787205906,0.01,0.01,"834.0,850.0,1012.0","16,12,W","ต่ำ,สูง,-","ดินร่วนปนทรายแป้ง,ดินเหนียว","351143.0,351143.0","0.0,0.0",0.0,0.0,0.0,2.0,"2.0,2.0","A0102,A0102"
2965,101.69453844827824,12.75888787205906,0.01,0.01,"143.0,834.0,850.0","18,16,12","ต่ำ,ต่ำ,สูง","ดินร่วนปนทราย,ดินร่วนปนทรายแป้ง,ดินเหนียว","351143.0,351143.0","0.0,0.0",0.0,0.0,0.0,2.0,"2.0,2.0","A0102,A0102"
2970,101.74453844827826,12.75888787205906,0.01,0.01,"313.0,271.0,427.0,864.0","6,45B,26,34B","ต่ำ,ปานกลาง,ปานกลาง,ต่ำ","ดินร่วนเหนียวปนทรายแป้ง,ดินร่วนปนดินเหนียวปนกรวด,ดินร่วนปนดินเหนียว,ดินร่วนปนทราย","351145.0,351145.0,351145.0,351145.0","0.0,0.0,0.0,0.0",0.0,0.0,0.0,4.0,"3.0,3.0,3.0,3.0","A0102,A0102,A0102,A0102"
2973,101.77453844827828,12.75888787205906,0.01,0.01,"143.0,271.0,273.0,751.0,834.0,864.0","18,45B,45C,50D,16,34B","ต่ำ,ปานกลาง,ปานกลาง,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนดินเหนียวปนกรวด,ดินร่วนปนดินเหนียวปนกรวด,ดินร่วนปนทรายปนกรวด,ดินร่วนปนทรายแป้ง,ดินร่วนปนทราย",351144.0,0.0,0.0,0.0,0.0,1.0,3.0,A0102
3053,100.90453844827783,12.768887872059059,0.01,0.01,"781.0,509.0,802.0,1012.0","43,40C,43B,W","ต่ำ,ต่ำ,ต่ำ,-","ดินทรายปนดินร่วน,ดินร่วนปนทราย,ดินทรายปนดินร่วน","9856.0,9856.0,9856.0,9367.0,8795.0,8535.0,9856.0,9856.0,9367.0,8795.0","18.0,18.0,18.0,14.0,11.0,9.0,18.0,18.0,14.0,11.0",0.0,10.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204,A0204"
3054,100.91453844827784,12.768887872059059,0.01,0.01,"509.0,793.0,802.0","40C,SC,43B","ต่ำ,-,ต่ำ","ดินร่วนปนทราย,ดินทรายปนดินร่วน","9856.0,9856.0,9856.0,9856.0,9856.0","18.0,18.0,18.0,18.0,18.0",0.0,5.0,0.0,0.0,"3.0,3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204,A0204"
3062,100.99453844827788,12.768887872059059,0.01,0.01,"34.0,507.0,509.0,34.0,507.0","40B,40B,40C,40B,40B","ต่ำ,ต่ำ,ต่ำ,ต่ำ,ต่ำ","ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย,ดินร่วนปนทราย","9857.0,9857.0,9857.0,9857.0","18.0,18.0,18.0,18.0",0.0,4.0,0.0,0.0,"3.0,3.0,3.0,3.0","A0204,A0204,A0204,A0204"
